,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-class
3506,23,4,208503,15,10,0,0,3,4,0,0,0,40,0,0
3507,25,1,112835,12,14,4,10,1,4,0,0,0,40,0,0
3508,37,2,265038,15,10,2,13,0,4,0,0,0,50,0,0
3509,18,2,89478,15,10,4,11,3,4,1,0,0,20,0,0
3510,55,2,276229,11,9,6,11,1,4,1,0,0,38,0,0
3511,52,2,366232,6,5,0,2,4,4,1,0,0,40,1,0
3512,26,2,152035,11,9,4,0,3,4,1,0,0,40,0,0
3513,37,2,205339,15,10,4,12,1,4,0,0,0,40,0,1
3514,39,2,75995,11,9,0,3,4,4,1,0,0,45,0,0
3515,62,4,192236,9,13,0,9,1,4,1,0,0,40,0,1
3517,47,2,229737,11,9,2,2,0,4,0,0,0,45,0,1
3518,51,1,199688,9,13,2,10,0,4,0,0,0,40,0,1
3519,55,2,52953,11,9,0,7,4,4,1,0,0,40,0,0
3520,30,2,221043,11,9,2,2,0,4,0,0,0,35,0,0
3521,59,0,115389,15,10,2,2,0,4,0,0,0,36,0,0
3522,45,4,204205,0,6,2,2,0,4,0,0,0,65,0,0
3523,52,2,338816,15,10,2,3,0,4,0,15024,0,45,0,1
3524,21,2,197387,11,9,4,5,3,4,0,0,0,20,0,0
3525,31,2,42485,11,9,2,6,0,4,0,0,0,55,0,0
3526,29,2,367706,15,10,4,0,3,2,0,0,0,40,0,0
3527,24,2,102493,11,9,2,5,0,4,0,0,0,40,0,0
3528,17,2,263746,0,6,4,7,3,4,0,0,0,24,0,0
3529,47,2,115358,11,9,0,6,1,2,1,0,0,40,0,0
3530,46,2,189680,15,10,2,11,0,4,0,0,0,50,0,1
3533,63,2,230823,2,8,2,13,0,4,0,0,0,40,1,0
3534,21,2,300812,15,10,4,7,3,4,0,0,0,25,0,0
3535,18,2,174732,11,9,4,7,2,2,0,0,0,36,0,0
3536,49,5,183710,10,16,2,3,0,4,0,0,0,50,0,1
3537,81,4,137018,11,9,6,0,1,4,1,0,0,20,0,0
3538,36,3,213008,7,12,2,3,0,4,0,0,0,40,0,1
3539,47,2,357848,11,9,2,2,0,4,0,0,0,40,0,1
3540,36,2,165799,12,14,2,11,0,4,0,0,0,50,0,1
3541,39,4,188571,8,11,2,4,0,4,0,0,0,60,0,0
3542,46,2,97883,9,13,4,11,1,4,1,0,0,35,0,0
3543,43,1,105862,15,10,2,0,5,4,1,0,1902,40,0,1
3544,39,1,57424,9,13,0,0,4,4,1,0,0,35,0,0
3545,29,2,151476,15,10,5,11,1,4,1,0,0,40,0,0
3546,23,2,129583,11,9,4,5,3,2,1,0,0,16,0,0
3547,57,2,180920,0,6,2,2,0,4,0,0,0,43,0,0
3548,38,4,182416,11,9,4,11,4,2,1,0,0,42,0,0
3549,25,2,251915,9,13,4,11,3,4,1,0,0,40,0,0
3550,39,1,187127,15,10,2,3,0,4,0,0,0,40,0,0
3551,24,2,69045,15,10,4,11,1,2,0,0,0,40,2,0
3552,56,2,192869,12,14,2,2,0,4,0,0,1977,44,0,1
3553,39,2,74163,2,8,0,11,1,4,1,0,0,40,0,0
3554,23,2,60847,8,11,4,11,4,4,1,0,0,60,0,0
3556,67,4,116057,11,9,0,3,1,4,1,3273,0,16,0,0
3557,41,2,82393,9,13,4,0,1,1,0,0,0,50,0,0
3558,24,1,134181,9,13,4,9,3,4,1,0,0,50,0,0
3559,51,2,159910,9,13,0,3,1,2,0,10520,0,40,0,1
3560,30,3,117570,11,9,0,7,1,4,1,0,0,60,0,0
3561,47,3,214169,11,9,2,4,0,4,0,15024,0,40,0,1
3562,56,2,56331,11,9,4,6,1,4,0,0,0,32,0,0
3563,51,2,35576,11,9,0,2,1,4,0,0,0,38,0,0
3564,57,4,149168,15,10,2,3,0,4,0,0,0,55,0,0
3565,34,2,157165,15,10,0,7,4,4,1,0,0,40,0,0
3566,24,2,278130,9,13,4,9,1,4,0,0,0,40,0,0
3567,57,2,257200,11,9,2,6,0,4,0,0,0,40,0,0
3568,38,2,283122,11,9,2,6,0,4,0,0,0,40,0,1
3569,23,2,580248,11,9,4,12,1,4,1,0,0,40,0,0
3570,35,2,230054,5,4,2,6,0,4,0,0,0,40,4,0
3571,58,2,519006,11,9,2,2,0,4,0,0,0,52,0,0
3574,68,5,235882,10,16,2,9,0,4,0,0,2377,60,0,1
3575,43,2,336513,15,10,2,3,0,4,0,0,1902,40,0,1
3576,17,2,115551,1,7,4,7,3,4,1,0,0,20,0,0
3577,53,5,50048,10,16,2,9,0,4,0,7688,0,50,0,1
3578,37,3,382802,10,16,2,9,0,2,0,0,0,99,0,1
3580,63,2,106023,11,9,2,2,0,4,0,0,0,40,0,1
3581,31,2,332379,15,10,3,13,4,4,0,0,0,50,0,0
3582,29,2,95465,11,9,2,7,0,4,0,0,0,40,0,0
3583,43,1,96102,15,10,2,10,0,4,0,0,1887,40,0,1
3584,27,2,36440,14,15,4,9,1,4,1,0,0,65,0,1
3585,25,4,209384,11,9,4,7,2,4,0,0,0,32,0,0
3586,28,2,50814,11,9,4,9,1,4,1,0,0,40,0,0
3587,54,2,143865,11,9,0,11,4,4,1,0,0,35,0,0
3589,31,1,50442,15,10,4,3,3,0,1,0,0,32,0,0
3590,23,2,236601,15,10,4,12,1,4,0,0,0,48,0,0
3591,19,2,100999,9,13,4,9,3,4,1,0,0,30,0,0
3593,61,4,32423,11,9,2,4,5,4,1,22040,0,40,0,0
3595,27,3,153546,8,11,2,7,5,4,1,0,0,36,0,1
3596,19,2,182355,15,10,4,0,3,2,1,0,0,20,0,0
3598,25,1,44216,11,9,0,0,1,0,1,0,0,35,0,0
3599,40,2,97688,15,10,2,12,0,4,0,0,0,48,0,1
3600,53,2,209022,1,7,0,7,1,4,1,0,0,37,0,0
3601,32,2,96016,9,13,4,9,1,4,0,0,0,45,0,0
3602,72,4,52138,10,16,2,9,0,4,0,0,2392,25,0,1
3603,61,2,159046,5,4,2,13,0,4,0,0,0,40,0,0
3604,42,2,138634,11,9,2,11,0,4,0,0,0,40,0,0
3605,17,2,130125,0,6,4,7,3,0,1,1055,0,20,0,0
3606,73,2,247355,11,9,2,13,0,4,0,0,0,16,8,0
3607,41,4,227065,15,10,5,2,1,4,0,0,0,40,0,0
3608,23,2,244771,15,10,4,6,3,2,1,0,0,20,2,0
3609,23,2,215616,11,9,4,9,1,4,1,0,0,40,8,0
3610,65,2,386672,8,11,2,0,0,4,0,0,0,15,0,0
3611,45,3,177543,11,9,2,11,5,4,1,0,0,50,0,0
3612,52,0,617021,9,13,2,12,0,2,0,7688,0,40,0,1
3613,24,1,117109,9,13,4,0,3,2,1,0,0,27,0,0
3614,23,2,373550,8,11,2,2,0,4,0,0,0,40,0,0
3615,30,2,19847,15,10,0,12,3,4,1,0,0,40,0,0
3616,26,2,189590,9,13,4,3,1,4,0,0,0,40,0,0
3617,37,4,58343,11,9,0,4,4,4,0,0,0,56,0,0
3618,17,2,354201,11,9,4,7,3,4,0,0,0,40,0,0
3619,31,2,119422,11,9,2,11,0,4,0,0,0,40,0,0
3620,52,2,363405,11,9,5,0,2,4,1,0,0,40,0,0
3621,63,2,181863,9,13,4,11,1,4,0,0,0,27,0,0
3622,27,2,194472,11,9,4,8,1,4,1,0,0,60,0,0
3623,31,2,247328,6,5,2,6,0,4,0,3137,0,40,4,0
3624,71,4,130731,11,9,6,0,1,4,1,0,0,35,0,0
3625,35,2,236910,9,13,2,3,0,4,0,0,0,60,0,0
3626,44,2,378251,11,9,2,0,5,4,1,0,0,38,0,0
3627,36,2,120760,12,14,2,9,0,1,0,0,0,40,26,0
3628,22,2,203182,9,13,4,3,2,4,1,0,0,20,0,0
3629,32,2,130304,11,9,2,9,0,4,0,0,1485,48,0,0
3630,30,1,352542,9,13,0,9,4,4,1,0,0,40,0,0
3632,25,2,197728,15,10,4,0,3,4,1,0,0,40,0,0
3633,76,2,316185,5,4,6,10,1,4,1,0,0,12,0,0
3634,41,2,89226,11,9,0,2,1,4,0,0,0,40,0,0
3635,26,2,292353,5,4,2,6,0,3,0,0,0,40,0,0
3637,32,2,180296,15,10,0,0,4,4,1,0,0,40,0,0
3638,22,2,361487,11,9,4,2,1,4,0,0,0,40,0,0
3639,39,2,218490,9,13,2,11,0,4,0,0,1848,40,0,1
3640,63,4,231777,9,13,4,13,1,4,0,0,0,40,0,0
3641,23,2,189832,7,12,4,13,4,4,1,0,0,40,0,0
3642,61,2,232308,0,6,2,6,0,4,0,0,0,40,0,0
3643,31,5,33308,8,11,2,2,0,4,0,0,0,40,0,0
3644,25,2,333677,6,5,2,6,0,4,0,0,0,45,0,0
3645,33,2,170651,11,9,4,7,3,4,1,1055,0,40,0,0
3646,39,2,343403,11,9,2,11,5,4,1,0,0,36,0,0
3647,53,2,166386,9,13,2,6,5,1,1,0,0,40,26,0
3648,26,0,48099,9,13,4,3,1,4,1,0,0,40,0,0
3649,21,2,143062,15,10,4,7,3,4,0,0,0,32,0,0
3650,18,2,104704,11,9,4,0,3,2,0,0,0,40,0,0
3651,34,2,30497,9,13,2,3,0,4,0,15024,0,60,0,1
3652,44,5,174325,12,14,2,9,0,2,0,7688,0,40,0,1
3653,31,2,286675,11,9,0,2,3,4,0,0,0,50,0,0
3654,44,2,59474,11,9,2,13,0,4,0,0,0,40,0,1
3655,42,2,378384,14,15,2,9,0,4,0,0,1902,60,0,1
3656,43,2,245842,11,9,2,6,0,4,0,0,0,44,4,0
3657,33,2,274222,9,13,2,7,0,1,0,7688,0,38,0,1
3658,21,2,342575,15,10,4,11,3,2,1,0,0,30,0,0
3659,30,2,206051,11,9,2,5,0,4,0,0,0,40,0,1
3660,55,2,234213,11,9,2,13,0,4,0,0,0,60,0,0
3661,57,2,145189,15,10,4,0,1,4,1,0,0,40,0,0
3662,37,2,233490,11,9,4,4,1,4,0,0,0,50,0,0
3663,32,2,344129,11,9,2,6,0,4,0,0,0,40,0,1
3664,62,4,171315,9,13,2,9,0,4,0,0,0,60,0,1
3665,31,4,181485,9,13,4,11,1,2,0,0,0,40,0,1
3666,51,2,255412,9,13,2,3,0,4,0,0,0,50,23,1
3667,37,2,262409,12,14,0,3,4,4,1,0,213,45,0,0
3668,45,2,199590,4,3,2,13,0,4,0,0,0,38,4,0
3669,47,2,84726,15,10,2,6,0,4,0,0,0,40,0,0
3671,75,4,184335,1,7,2,3,0,4,0,0,0,30,0,0
3672,43,2,102025,12,14,2,9,0,3,0,0,0,50,0,0
3673,39,2,183898,7,12,2,2,0,4,0,7688,0,60,9,1
3674,30,2,55291,9,13,2,9,0,4,0,0,0,40,0,1
3675,27,2,150025,4,3,4,5,2,4,0,0,0,40,24,0
3676,44,2,100584,11,9,2,6,0,0,0,0,0,40,0,0
3677,53,1,181755,12,14,0,9,1,4,1,0,0,35,0,1
3678,40,2,150528,9,13,2,0,0,4,0,0,0,40,0,0
3679,18,2,107277,1,7,4,11,3,4,1,0,0,20,0,0
3680,33,2,247205,9,13,2,10,0,2,0,0,0,40,7,0
3681,20,2,291979,11,9,4,11,3,4,0,0,0,40,0,0
3682,38,2,270985,15,10,2,3,0,2,0,0,0,50,0,0
3683,48,2,62605,11,9,0,0,1,4,1,0,0,35,0,0
3684,46,4,176863,11,9,2,3,0,4,0,0,0,40,0,0
3685,51,2,53197,11,9,2,2,0,4,0,0,0,40,0,0
3686,35,4,267776,11,9,4,7,2,4,1,0,0,30,0,0
3687,24,2,308205,5,4,4,5,2,4,0,0,0,40,4,0
3688,30,2,306383,15,10,0,5,1,4,0,0,0,50,0,0
3689,70,2,35494,11,9,2,3,0,4,0,0,0,30,0,0
3690,26,2,291968,11,9,2,13,0,4,0,0,0,44,0,0
3691,34,2,80933,11,9,2,2,0,4,0,0,1672,40,0,0
3692,46,2,271828,11,9,2,2,0,4,0,0,0,40,0,1
3693,70,2,121993,11,9,2,0,5,4,1,0,0,5,0,0
3694,37,1,31023,15,10,2,7,0,4,0,0,0,40,0,0
3695,36,4,36425,15,10,0,11,4,4,1,0,0,35,0,0
3696,23,2,407684,6,5,4,6,2,4,1,0,0,40,4,0
3697,28,2,241895,11,9,2,11,0,4,0,0,1628,40,0,0
3698,44,4,158555,15,10,2,3,0,4,0,0,0,50,0,1
3699,58,2,140363,11,9,0,6,1,4,0,3325,0,30,0,0
3700,53,2,123429,15,10,2,3,0,4,0,0,0,60,0,1
3701,23,2,40060,15,10,2,5,0,4,0,0,0,40,0,0
3702,26,2,290286,11,9,4,2,1,2,0,0,0,40,0,0
3704,34,1,106169,12,14,0,9,1,4,1,0,0,50,0,0
3705,43,2,76487,1,7,2,2,0,4,0,0,0,40,0,0
3706,22,2,437994,15,10,4,7,2,2,0,0,0,20,0,0
3707,41,2,113555,15,10,2,2,0,0,0,7298,0,50,0,1
3708,36,2,160120,11,9,2,0,0,1,0,0,0,40,36,0
3709,41,1,343079,9,13,2,9,5,4,1,0,1740,20,0,0
3710,27,2,406662,11,9,4,0,1,4,0,4416,0,40,0,0
3711,42,4,37618,15,10,2,4,0,4,0,0,0,60,0,0
3712,27,2,114158,8,11,4,0,3,4,1,0,0,35,0,0
3713,41,2,115562,11,9,0,10,3,4,0,0,0,40,0,0
3714,32,2,353994,9,13,2,3,2,1,1,0,0,40,26,1
3715,21,2,344891,15,10,4,0,3,1,0,0,0,20,0,0
3716,44,2,286750,9,13,2,3,0,2,0,0,0,50,0,1
3717,29,2,194197,9,13,4,3,3,4,0,0,0,40,0,0
3718,19,4,206599,15,10,4,7,3,4,1,0,0,22,0,0
3719,21,1,596776,15,10,4,0,3,4,0,0,0,40,24,0
3720,46,2,56841,11,9,2,13,0,4,0,0,0,40,0,0
3721,38,2,112561,9,13,2,3,0,4,0,0,0,55,0,1
3722,43,2,147110,15,10,4,0,4,4,0,0,0,48,0,1
3723,54,3,175339,11,9,2,11,0,4,0,0,0,50,0,1
3724,38,2,234901,12,14,2,3,0,4,0,0,1977,60,0,1
3726,50,2,217083,11,9,2,0,5,4,1,0,0,40,0,1
3727,30,2,97757,8,11,2,9,5,4,1,0,0,36,0,1
3728,30,2,151868,6,5,2,2,0,4,0,0,0,40,0,0
3729,28,1,25864,11,9,4,3,4,0,1,0,0,35,0,0
3730,26,2,109419,8,11,4,0,1,4,1,0,0,45,0,0
3731,37,0,203070,15,10,2,2,0,4,0,0,0,43,0,0
3732,32,2,107843,11,9,2,6,0,4,0,5178,0,50,0,1
3733,64,5,264544,12,14,2,9,5,4,1,0,0,5,0,1
3734,18,2,148644,11,9,4,11,3,4,1,0,0,28,0,0
3735,30,2,125762,15,10,2,0,0,4,0,0,0,30,0,0
3737,18,2,193741,1,7,4,7,2,2,0,0,0,30,0,0
3738,27,2,588905,11,9,2,2,0,4,0,0,0,40,0,0
3739,49,2,115613,6,5,2,7,0,4,0,0,0,40,0,0
3740,46,5,222374,11,9,2,7,0,4,0,0,0,43,0,1
3741,37,2,185359,11,9,2,0,0,4,0,0,0,40,0,0
3742,30,2,173647,15,10,0,13,1,4,0,0,0,40,0,0
3743,29,2,31166,11,9,0,9,1,3,1,0,0,30,9,0
3745,25,4,189027,11,9,2,4,0,4,0,0,0,30,0,0
3746,38,2,296125,11,9,5,8,4,2,1,0,0,30,0,0
3748,35,2,334291,15,10,2,2,0,4,0,0,0,50,0,0
3749,56,2,318450,12,14,2,0,0,4,0,0,0,80,0,1
3750,29,2,174163,15,10,0,3,1,4,1,0,0,40,0,0
3751,41,2,119721,11,9,2,12,0,4,0,0,0,40,0,0
3752,47,2,142719,11,9,2,6,0,4,0,0,0,40,0,0
3753,23,2,162593,9,13,4,0,1,1,1,0,0,40,0,0
3754,46,4,236852,9,13,2,11,0,4,0,0,0,45,0,1
3755,28,1,154863,11,9,4,10,2,2,0,0,1876,40,0,0
3756,39,2,168894,9,13,0,0,4,4,1,0,0,20,0,0
3757,42,4,344920,15,10,2,4,5,4,1,0,0,50,0,0
3758,39,2,33355,11,9,2,13,0,4,0,7298,0,48,0,1
3760,37,3,291518,9,13,2,2,0,4,0,15024,0,55,0,1
3761,57,2,170244,14,15,4,9,1,4,1,0,0,40,0,0
3762,22,2,369549,15,10,4,7,1,2,1,0,0,30,0,0
3763,24,2,23438,8,11,4,0,1,4,0,0,0,30,0,1
3764,19,2,202673,15,10,4,5,3,4,0,0,0,50,0,0
3765,55,2,171780,7,12,0,11,4,2,1,0,0,30,0,0
3766,37,1,264503,11,9,2,10,0,4,0,0,0,40,0,0
3767,37,1,244341,15,10,4,0,4,2,1,0,0,40,0,0
3768,28,2,209109,9,13,2,7,0,4,0,0,0,50,0,0
3769,27,2,187392,11,9,4,7,1,4,1,0,0,40,0,0
3770,40,5,119578,9,13,4,9,4,4,1,0,0,20,0,0
3771,51,2,195105,11,9,0,8,3,4,1,0,0,40,0,0
3772,52,2,101752,8,11,2,13,0,4,0,0,0,56,0,0
3774,49,3,362654,15,10,2,3,0,4,0,15024,0,50,0,1
3776,40,0,77332,15,10,0,0,1,4,1,0,0,50,0,0
3777,80,2,87518,15,10,4,9,1,4,0,0,1816,60,0,0
3778,63,2,113324,15,10,2,10,0,4,0,0,0,40,0,0
3779,63,2,96299,11,9,0,13,4,4,0,0,0,45,0,1
3780,51,2,237729,15,10,0,0,4,4,1,0,0,40,0,0
3781,23,2,200973,11,9,4,0,1,4,1,0,0,40,0,0
3782,66,4,212456,11,9,6,2,1,4,0,0,0,20,0,0
3783,33,4,131568,11,9,2,11,0,4,0,0,0,66,0,0
3784,49,2,185859,11,9,2,2,0,4,0,0,0,43,0,0
3785,20,2,231981,15,10,4,13,1,4,0,0,0,32,0,0
3786,33,3,117963,7,12,2,3,0,4,0,0,1887,60,0,1
3787,26,2,78172,15,10,1,10,0,4,0,0,0,40,0,0
3788,52,2,164135,11,9,2,3,0,4,0,0,0,50,0,1
3789,33,2,171216,9,13,2,3,0,4,0,0,0,50,0,1
3790,47,2,140664,9,13,0,11,1,4,0,0,0,45,0,0
3791,23,2,249277,11,9,4,3,3,2,0,0,0,75,0,0
3792,53,0,117847,7,12,2,0,0,4,0,0,0,40,0,0
3793,19,2,52372,15,10,4,7,3,4,0,0,0,20,0,0
3794,26,0,95806,15,10,4,2,1,4,0,3325,0,40,0,0
3795,53,2,137428,5,4,2,13,0,4,0,0,0,60,0,1
3796,65,2,169047,11,9,4,6,1,4,0,0,0,10,0,0
3797,68,2,339168,9,13,2,13,0,4,0,0,0,30,0,0
3798,30,2,504725,0,6,4,11,2,4,0,0,0,18,24,0
3799,28,2,132870,1,7,2,2,0,4,0,0,0,45,0,0
3800,54,1,135840,0,6,2,10,0,4,0,0,0,45,0,0
3801,30,2,35644,11,9,4,7,3,4,0,0,0,10,0,0
3802,22,2,198148,15,10,4,0,3,4,0,0,0,50,0,0
3803,25,2,220098,11,9,4,7,3,4,0,0,0,30,0,0
3804,19,2,262515,1,7,4,7,2,4,0,0,0,20,0,0
3806,32,0,111567,14,15,2,9,0,4,0,0,0,40,0,1
3807,23,2,194096,9,13,4,3,3,4,1,0,0,40,0,0
3808,51,1,420917,9,13,2,9,0,4,0,0,0,45,0,0
3809,25,2,197871,15,10,2,11,0,4,0,0,0,44,0,1
3810,46,1,253116,9,13,4,9,1,2,1,0,0,40,0,0
3811,38,2,206535,15,10,0,12,4,4,1,0,0,50,0,0
3812,26,5,70447,11,9,2,10,0,1,0,0,0,40,0,1
3813,46,2,201217,11,9,0,9,1,4,1,0,0,40,0,0
3814,25,2,209970,9,13,4,9,1,4,1,0,0,40,0,0
3815,20,2,196745,15,10,4,7,3,4,1,594,0,16,0,0
3816,29,1,175262,12,14,2,9,2,4,0,0,0,35,0,0
3817,51,3,304955,12,14,2,3,0,4,0,0,0,50,0,1
3818,40,2,181265,15,10,2,2,0,4,0,0,0,52,0,0
3819,24,2,200973,15,10,4,0,1,4,1,0,0,40,0,0
3820,24,4,37440,9,13,4,4,4,4,0,0,0,50,0,0
3821,31,2,395170,8,11,2,7,5,0,1,0,0,24,4,0
3823,34,2,353213,7,12,5,2,1,4,0,0,0,60,0,0
3824,19,2,38619,15,10,4,4,3,4,0,0,0,66,0,0
3825,21,2,177711,11,9,4,13,3,2,0,0,0,40,0,0
3826,21,2,190761,0,6,2,4,0,4,0,0,0,70,0,0
3827,23,2,27776,15,10,2,13,0,4,0,0,0,24,0,0
3828,37,0,470663,15,10,4,2,1,4,0,0,0,40,0,0
3829,40,2,71738,12,14,2,3,0,4,0,0,0,46,0,1
3830,57,2,74156,11,9,2,7,0,4,0,0,0,30,0,0
3831,48,2,202467,9,13,2,9,0,4,0,0,1485,40,0,1
3832,24,2,123983,1,7,2,13,0,1,0,0,0,40,36,0
3833,43,2,193494,15,10,2,9,0,4,0,0,0,40,0,0
3835,40,2,130571,11,9,4,7,1,4,1,0,0,40,0,0
3836,52,3,90363,14,15,2,9,0,4,0,99999,0,35,0,1
3837,49,2,83444,11,9,0,3,1,4,0,0,0,40,0,0
3838,45,4,239093,15,10,2,3,0,0,0,3137,0,40,0,0
3839,62,1,151369,11,9,4,2,1,4,0,0,0,40,0,0
3840,29,2,56630,8,11,2,0,0,4,0,0,0,40,0,0
3841,49,2,117095,11,9,5,6,4,4,1,0,0,40,0,0
3842,55,0,189985,15,10,0,0,4,2,1,0,0,40,0,0
3844,37,3,126675,9,13,4,3,3,4,0,0,0,40,0,0
3845,43,5,199806,9,13,2,0,0,4,0,0,0,40,0,1
3846,29,2,57596,15,10,0,0,1,4,1,0,0,40,0,0
3847,44,2,103459,11,9,2,11,5,4,1,0,0,40,0,1
3848,28,2,282398,15,10,5,12,4,4,0,0,0,40,0,1
3849,38,2,298841,15,10,4,3,1,4,1,0,0,45,0,0
3850,45,2,33300,8,11,2,11,0,4,0,0,1977,50,0,1
3852,19,2,306467,15,10,4,7,3,4,1,0,0,20,0,0
3853,20,2,189888,2,8,4,7,1,4,0,0,0,40,0,0
3854,60,2,83861,11,9,2,5,0,4,0,0,0,40,0,0
3855,30,2,117393,11,9,4,11,1,4,1,0,0,40,0,0
3857,51,2,179010,15,10,0,11,1,4,1,0,0,60,0,0
3859,48,2,316101,11,9,0,3,4,4,1,0,0,40,0,0
3860,43,2,293305,9,13,2,11,0,4,0,0,1887,40,0,1
3861,51,1,175750,11,9,0,13,4,2,0,0,0,40,0,0
3862,41,2,121718,8,11,2,12,0,4,0,0,1848,48,0,1
3864,50,5,229272,11,9,2,2,0,2,0,0,0,40,0,1
3865,46,2,142828,11,9,2,11,5,4,1,0,0,40,0,1
3866,54,2,22743,15,10,2,13,0,4,0,15024,0,60,0,1
3867,68,2,76371,11,9,2,5,0,4,0,0,0,45,0,1
3868,23,4,216129,7,12,4,2,1,4,0,0,0,30,0,0
3869,49,2,107425,12,14,4,11,1,4,1,0,0,35,0,0
3870,24,2,611029,0,6,2,5,0,4,0,0,0,40,0,0
3871,30,1,363032,11,9,2,10,0,2,0,0,0,40,0,0
3872,38,2,170020,11,9,2,6,0,4,0,3137,0,45,0,0
3873,34,2,137900,11,9,4,11,1,4,1,0,0,35,0,0
3874,22,2,322674,15,10,4,3,3,4,0,0,0,40,0,0
3875,30,2,23778,5,4,5,5,1,4,0,0,0,40,0,0
3876,61,2,147845,5,4,2,13,0,4,0,0,0,31,0,0
3877,36,2,175759,11,9,0,3,4,4,0,0,0,40,0,0
3878,51,3,166459,8,11,2,3,0,4,0,0,0,40,0,0
3879,43,2,128212,4,3,2,6,5,1,1,0,0,40,36,1
3880,54,0,127455,15,10,2,10,0,4,0,0,0,48,0,1
3881,63,2,134699,11,9,6,9,1,4,1,0,0,25,0,0
3882,51,2,254230,15,10,2,3,0,4,0,0,0,40,0,1
3883,63,4,159715,0,6,2,6,0,4,0,0,0,40,0,0
3884,51,1,116286,12,14,2,9,0,4,0,0,0,60,0,1
3885,27,2,146719,11,9,0,11,3,4,1,0,0,35,0,0
3886,35,2,361888,7,12,2,12,0,4,0,0,0,40,0,1
3888,46,4,32825,11,9,5,2,4,4,0,0,0,40,0,0
3889,53,2,225768,8,11,2,2,0,2,0,0,0,40,0,1
3890,26,0,393728,15,10,0,0,3,4,0,0,0,24,0,0
3891,43,2,160369,11,9,4,6,3,4,0,0,0,40,0,0
3892,39,2,191807,11,9,2,11,0,4,0,15024,0,50,0,1
3893,50,0,176969,11,9,0,9,1,4,0,0,1590,40,0,0
3894,54,0,33863,11,9,2,0,0,4,0,0,0,40,0,1
3896,57,5,141459,15,10,0,9,4,4,1,0,0,40,0,0
3898,29,1,95393,11,9,4,7,3,4,0,0,0,20,0,0
3899,20,2,221095,11,9,4,2,2,2,0,0,0,40,0,0
3900,53,2,104501,9,13,2,3,0,4,0,0,1902,55,0,1
3903,23,2,495888,11,9,4,7,1,4,0,0,0,40,22,0
3904,69,2,185691,1,7,2,0,0,4,0,0,0,20,0,0
3905,56,2,201822,5,4,2,5,0,4,0,0,2002,40,0,0
3906,53,1,549341,9,13,2,9,0,2,0,0,0,35,0,0
3907,28,2,247445,11,9,4,0,1,4,0,0,0,40,0,0
3908,28,2,199566,9,13,2,7,0,2,0,0,0,40,0,0
3909,33,3,139057,11,9,2,3,0,1,0,0,0,84,18,1
3910,48,2,185039,11,9,0,11,4,4,1,0,0,30,0,0
3911,61,2,166124,11,9,2,2,0,4,0,0,0,40,0,1
3912,49,2,82649,9,13,2,9,0,4,0,5013,0,45,0,0
3913,48,2,109275,15,10,2,3,0,4,0,0,0,40,0,0
3914,32,2,408328,5,4,2,2,0,4,0,0,0,40,0,0
3915,51,2,186338,11,9,2,2,0,4,0,0,0,40,0,1
3917,19,2,251579,15,10,4,7,3,4,0,0,0,14,0,0
3918,47,2,76612,11,9,2,9,0,4,0,0,0,50,0,0
3919,25,2,22546,9,13,4,13,3,4,0,0,0,60,0,0
3920,72,2,53684,15,10,2,10,0,2,0,0,0,40,0,0
3921,29,2,183627,1,7,0,2,1,4,0,0,0,40,0,0
3922,22,2,73203,11,9,4,0,3,4,1,0,0,40,0,0
3923,57,2,108426,11,9,2,7,0,2,0,0,0,48,7,0
3924,50,2,116287,7,12,2,0,0,4,0,0,0,60,13,0
3925,45,3,145697,15,10,2,11,0,4,0,0,0,30,0,0
3926,52,2,326156,15,10,0,9,1,4,0,0,0,40,0,1
3927,53,2,201127,12,14,2,3,0,4,0,0,0,48,0,1
3928,36,2,250791,11,9,2,5,0,4,0,0,0,48,0,0
3929,46,2,328216,11,9,2,2,0,4,0,0,0,40,0,1
3930,20,2,400443,11,9,4,11,3,4,1,0,0,20,0,0
3931,75,2,95985,4,3,6,7,4,2,0,0,0,10,0,0
3932,32,1,127651,11,9,2,2,0,4,0,0,0,40,0,1
3933,28,2,250679,11,9,2,2,0,4,0,0,0,40,0,0
3934,53,2,103950,12,14,0,9,1,4,1,0,0,40,0,0
3935,17,2,200199,1,7,4,11,3,4,1,0,0,35,0,0
3936,46,5,295791,8,11,0,0,4,4,1,0,0,38,0,0
3937,39,2,191841,7,12,5,9,1,4,1,0,0,30,0,0
3938,38,2,82622,15,10,0,2,4,4,0,0,0,40,0,0
3939,36,2,160728,11,9,2,6,0,4,0,0,0,60,0,0
3940,63,1,109849,9,13,4,9,1,2,1,0,0,21,0,0
3941,28,2,339897,3,2,2,6,0,4,0,0,0,43,4,0
3943,49,2,371299,11,9,4,0,4,4,1,0,0,35,0,0
3944,43,2,421837,15,10,2,6,0,4,0,0,0,40,4,0
3945,38,2,29702,9,13,2,3,0,4,0,0,0,45,0,1
3946,39,2,117381,11,9,4,12,1,4,0,0,0,62,7,0
3948,40,2,338740,11,9,2,3,0,4,0,0,0,40,0,0
3951,24,0,314525,9,13,4,9,1,4,0,0,1741,45,0,0
3952,30,2,173005,15,10,2,12,0,4,0,0,0,50,0,1
3953,44,2,286750,15,10,2,13,0,2,0,0,0,40,0,0
